"","0%","5%","10%","25%","50%","75%","90%","95%","100%","mean","chance_loss","chance_zero","chance_gain"
"NPV_controlled_burning","-12813","-4214","-2557","154","3275","7469","11963","14879","36244","4134","0.24","0","0.76"
