"","n_years","area_size","initial_biomass","biomass_after_burning","biomass_after_severe_fire","biomass_after_mild_fire","bio_accu_rate_contr_burn","bio_accu_rate_no_contr_burn","severity_threshold","discount_rate","controlled_burning_frequency","fire_risk","cost_of_controlled_burning","env_imp_severe_fire","env_imp_mild_fire","fire_fighting_cost_mild_fire","fire_fighting_cost_severe_fire","NPV_controlled_burning"
"52",20,1,68.1591118321531,14.7620736678532,2.1552137277561,15.3601242827008,21.6454008431163,53.0589158414138,78.2837042986341,4.82339115929563,2,0.136977745196894,908.755359192886,2726.58449200691,-21.9333346222911,246.924314335669,1604.4873825915,-5883.68151802877
"53",20,1,35.6107631199365,10.4844595424987,4.23418230037711,6.28769071937317,26.056723660846,80.5523898924729,98.7725280995851,2.80018992022395,2,0.145430421962293,735.20446183015,1807.60505963925,58.0037009435401,272.761708312796,5765.1269489401,-521.764929437951
"54",20,1,28.676474500021,16.7581043499916,2.82188485821763,14.1279232035595,14.1324506180114,63.1342365000884,96.0160834510852,3.23639258444181,2,0.156124668464416,641.324894193355,1274.76599165957,643.827625186587,326.988764954603,10421.2198026126,4172.39193334512
"55",20,1,40.3285559876192,9.53136413963769,2.53771146048454,11.3378116575806,32.2026774696967,40.7064031488544,87.5321595970113,6.22176585773078,2,0.211174547883954,935.027863199899,2702.71883234339,255.708278918431,156.067517247055,1658.22832375002,-2892.89998857637
"56",20,1,22.9481484607053,12.4733926447519,3.29607539986998,17.4080210530928,23.0621472601356,67.2017314634228,69.3628774931682,5.11494917491924,2,0.18688316187253,701.465692479545,2100.49640143751,-19.6013993132752,520.603211752345,1599.32134279601,-2414.13444631346
"57",20,1,78.9603643141422,11.3723481237397,3.49616970456323,11.8826895724273,35.4404487004986,73.7596125274124,89.5419886197778,1.60256020691102,2,0.262017299934918,689.977349121605,3656.29002086255,471.709491100198,170.736154263338,5213.94975412077,3476.17574411997
"58",20,1,75.6995576515223,14.3552014861371,2.76451516345896,16.15011644445,28.2763043095169,93.3583946049494,83.1118698554459,4.28385464736061,2,0.0970302472891877,653.818744507021,3064.540492888,-363.033386061263,97.4842870251574,5873.19265758495,6944.67914521405
"59",20,1,74.8108012638758,17.4174736010249,4.41819779560546,16.5468930395936,31.4591665628963,41.7633534946733,85.2382185103963,3.55925942954524,2,0.206603530569516,682.098385931789,1631.45024064165,-130.790450112635,253.611453951844,4315.52141384033,-29.3427626619409
"60",20,1,33.9082959618707,12.8096317530241,3.98810315972457,14.6998439586317,13.476836009698,72.3356969319101,79.4125823053392,4.7886469294482,2,0.178299549343329,761.464501603817,1999.19543020674,-482.871881006454,246.282936304253,8518.01138610956,9347.06059177244
"61",20,1,13.8625380752326,14.5076553965952,3.29086979234575,11.3638092073035,17.2234548143249,88.701029107365,44.3090775664868,3.48286640210824,2,0.192139453933534,693.192901601164,452.592837632432,77.4180858579463,428.941311533535,3950.54837471833,2284.3313407006
"62",20,1,61.7852565264042,10.1962991923121,3.30100468982577,23.9257125892393,19.0068408903812,87.5550235803236,74.5414745946423,4.74629983015016,2,0.187680860276894,815.241945956549,4713.89054008925,-773.739506443424,398.354981061625,5927.59220229594,16578.1609302942
"63",20,1,45.9022892084314,13.2531289984464,2.85399562022143,8.73579284820273,37.2556522793455,64.0385807643298,68.7813201408942,1.52802559575951,2,0.183801607848753,314.250187655066,2740.04010913815,356.790790943703,284.45890233394,5257.89931259346,5166.98471288964
"64",20,1,85.6973226734256,17.7749547534935,3.26347633811268,17.7627193142459,33.8847256172492,54.854388474306,74.5741510600623,3.76186982897664,2,0.152835687879263,861.702372457392,4496.86707287689,318.077801923762,329.895137340006,2846.69432592773,203.994514313148
"65",20,1,97.6744372893041,15.7787532185078,5.22566637502764,11.9761489257197,29.0785624517468,48.5177420701114,50.1048245045623,3.77902509123081,2,0.170065325894411,660.603167579147,1979.36146770073,81.7272114108408,362.668824382217,7896.82801250922,1218.37752537443
"66",20,1,46.123890499737,14.9446688957179,2.72662597743947,12.7207049717727,19.9915349784595,84.6174505901054,85.2558352914057,1.87028298428818,2,0.176658313509414,538.492091128235,2362.34492891746,-139.530230792821,683.953833465609,2268.46146676597,2963.95148046339
"67",20,1,63.3540529470283,10.9617419447549,4.91950209915308,14.3482757196778,20.3389495681026,73.0108629087322,61.5951875417973,5.85508198318808,2,0.167288197793656,628.629840425058,2736.50006544429,-129.698010505735,213.794103201837,7242.10869076513,8062.5728336924
"68",20,1,37.868244677691,17.5346524540054,4.07879963738569,19.0278555532107,19.8801659209181,41.8745486357801,46.4350206806524,3.36384993726693,2,0.166616836230613,589.829937448692,3297.17970616028,685.683675046631,328.813889945947,6918.8136526663,5796.76679292832
"69",20,1,72.9552415645462,18.6002035138712,4.19773165490147,14.8584404690145,15.0367559127953,61.054984941053,57.7768368969532,4.18365289001642,2,0.193547966543345,629.404332502304,3800.96553390436,584.482628545208,65.1031954740043,2665.22149933516,528.348237816967
"70",20,1,60.735896181665,17.7408856869583,3.95944773700737,10.0790927717208,23.4876295926537,80.0816449294818,61.2682694174692,5.05964116580042,2,0.183346941808309,380.737567968786,4807.147769097,-218.339036700666,332.085560081072,4079.65026806286,2804.74449819995
"71",20,1,60.8910246125442,15.7446005797582,4.896418973147,18.4871816693547,20.4206634401506,52.5768598555262,88.6336298971939,5.63228327997767,2,0.16163064760316,562.136660923088,2189.824221129,-414.395638833346,369.644265380748,7467.59779547302,4780.21812297716
"72",20,1,50.8901059042868,16.91532071653,3.46415697230656,19.5758463413406,12.281145411551,90.3482718615195,80.3578595266733,0.800015354841636,2,0.187222143355787,501.20619939823,2257.72212622734,-148.527900284428,479.715935937816,3627.79502767077,6155.65489581574
"73",20,1,57.9329587377709,17.6496969506603,2.79560628894038,14.6660268822217,18.0035859258677,70.7525997199182,111.07725342288,2.17526133121958,2,0.11229358823668,463.436146756797,1258.19005200082,16.7635332667961,281.416390452536,6948.09695755516,-3765.69874468038
"74",20,1,57.0472798213923,17.2437017990077,4.0444504375482,14.0634673286299,36.4447537582482,97.4110132400511,60.7572208715179,3.05012810318591,2,0.1733792715745,514.197053423511,6196.61915726471,219.52250749205,630.767567815007,3858.64016220766,11102.0613523824
"75",20,1,74.0125898560766,17.7770598123569,3.45601178639583,16.1961543576021,11.2856492104152,54.0448730747713,101.678360892394,2.62666170646641,2,0.0681991343839088,622.695054626769,3167.93425582121,1212.1129931654,414.692574171764,4890.53429487735,4026.17608029632
"76",20,1,95.9016947621486,18.5235935287319,3.46184690453505,14.8206133001726,44.4562423941743,81.2202633388625,110.6632352676,3.98363231799005,2,0.100761493129304,276.537693078351,4821.05685427586,-341.046169839938,353.758351488402,4773.21880053014,5669.95131695379
"77",20,1,59.6115993961388,17.6180665686465,4.1897535238727,20.202667643955,19.1273676841553,86.1414896988956,77.1084912565352,3.32508393378002,2,0.192598003590437,500.405369696154,3619.46652694184,-2.73199766643339,434.266822164738,5446.89886240831,11834.152466783
"78",20,1,59.1177603385613,17.4279128256978,2.98553013740327,17.8010108555851,22.7296777064698,74.5980310694055,57.9056686345911,5.50251106953891,2,0.172913323557287,633.598730657082,1827.04518742167,-527.030589393478,141.573156601898,2055.98943916271,-1476.76043869705
"79",20,1,69.9371345036046,11.7168232460887,3.54973227362862,18.5448539920401,29.8295271790334,76.129687220864,54.5358417172942,4.27916264537163,2,0.196658600996244,883.408404104521,1676.75662683098,29.6726218903394,358.876921580593,6307.7838742955,-503.790413873067
"80",20,1,102.587715429653,10.2567685007574,3.64847537581236,16.4132712201687,23.313636313758,27.1957528999078,61.2057895258442,3.78494706837871,2,0.139680116369001,471.327505499071,3590.6731572842,457.417295424224,287.694326597351,1094.68409792855,-833.759472073473
"81",20,1,75.0306974335023,17.2884882618554,3.86893310868792,21.8419748862772,24.8758534642131,94.717542488496,87.2933883098876,3.18178696569888,2,0.105783786213276,574.879660642844,2114.9378745593,47.4523198548688,404.890587802664,5503.20576637023,7590.60697591314
"82",20,1,32.3277087779236,15.4130744878168,2.72407612245684,16.397761540414,17.5850073059244,68.4077712815631,80.2066692246092,4.53585956566615,2,0.227434213782299,561.741882786594,694.981349666579,281.186669522805,299.862021693287,7906.91600377945,2080.98841439605
"83",20,1,20.4039555759005,15.8027105132209,1.8787180837052,16.0357033242276,16.830699326382,68.6315764812767,70.6753198186104,3.34634924050124,2,0.191109026235481,659.825489628717,1581.18384745245,171.120876466893,284.91576466825,642.601765975015,-1246.27202638471
"84",20,1,95.2757527674859,18.8357019616993,2.19077097734147,14.4224482000099,39.8227620658266,69.6634118880604,141.452958026491,5.18913006585067,2,0.140860629384259,578.478207685933,4673.94311870844,-431.030937573041,464.317788215584,12873.4329721906,14202.9746963095
"85",20,1,49.0667034750476,19.4191100203559,3.13273774350071,14.5844177511133,16.5483904523754,88.1474414321526,50.499037014957,4.90668830885005,2,0.130649324083337,540.937191699533,3946.71801163453,-181.377159105792,508.371742017243,2875.27234752495,5550.10658985439
"86",20,1,51.7571564201409,17.7977788812013,1.80296657627418,17.1092013839615,26.5681974479353,70.2923871087873,76.8259128723397,4.4643113529518,2,0.178667937987433,700.047210649867,3002.5436392246,953.56717082727,353.212363427724,2483.986134036,419.075364891934
"87",20,1,38.9068291553886,19.8326404992147,4.79545939006863,11.0789017987366,34.8974723541581,63.3436766340318,75.2587705582128,4.31067157731959,2,0.26865563734699,281.885384018734,2950.74957059867,-611.269421497303,404.299735441763,7481.13215564112,3510.81537429726
"88",20,1,42.1139755641596,14.3384939844099,2.26273422793318,10.0706289686423,28.6825253535416,54.5004029385445,85.3184752265777,4.63345663638009,2,0.0733859185134894,682.87436833864,4515.74142446762,78.4002282147369,249.694044838115,5683.72632542456,-4489.88696600072
"89",20,1,71.3230271682157,15.1497087027302,4.70787788931883,10.7648119512673,15.9186605406099,83.5084979827477,70.5719149721712,3.45308785122332,2,0.172495386099361,238.824053170768,3047.86081647009,-78.7389013406906,239.700776877178,5191.0474204413,9455.51993025238
"90",20,1,76.8162698131903,22.0543175851778,3.39442477216408,21.6266129651775,18.5113392809347,70.0686574951927,81.845235037959,4.04353832259756,2,0.131829316842126,720.434526029061,2986.37000240008,509.987344708836,299.280977450753,4808.48253756866,-672.175043631617
"91",20,1,99.7081585810124,14.6058725482469,4.55758437852588,19.1532170595218,11.3858837501169,45.0344658796331,89.4769820761357,5.4508867160954,2,0.233198674944151,619.391558842019,3156.60553681794,112.512781674191,111.52769688291,6505.18231879939,8688.04753516092
"92",20,1,40.0928940063052,16.6645715519102,4.12185091263743,9.78694946861631,23.5367878340223,58.8847511757603,91.143611720192,2.12158413595502,2,0.186284457478813,615.046651087801,7676.06866834252,-220.319568580291,324.42979678583,5542.00590452066,7194.19880791069
"93",20,1,35.0639566472617,17.3312354492128,5.75970346447935,13.9061059238496,24.2497633194781,61.3834825345427,63.9424723750266,3.47657489739224,2,0.175551858778081,566.685831755486,210.091979075034,270.356182666672,244.868144781373,5736.44306756431,4368.24530706154
"94",20,1,77.3776069302939,16.0216966002942,3.11830524091452,16.0475466872899,35.2218550880066,83.9624595367846,95.8923404645196,5.13436777421292,2,0.0954149920531547,682.648537935361,345.939037150174,-596.479941435599,420.047323484365,4352.36933149464,1959.06672406554
"95",20,1,49.6750482616203,15.7312826067724,3.4559594834634,17.3909742203716,20.3752517740887,65.3296675961697,68.7349662633534,2.38112557793883,2,0.244074176990318,662.09779534161,5389.44760722604,157.550614224772,531.747544414484,3492.97920015197,7859.92534112073
"96",20,1,77.7623603762307,17.1694440456356,3.32986517175403,16.0060522029359,29.5746936240939,86.2438270077745,60.5374915187784,4.13278435728358,2,0.204816063859561,753.961065512438,6281.8205414653,102.992727544293,349.522298696277,4913.68417441752,4741.09573781602
"97",20,1,71.3403775167682,22.0871926429984,3.24294887108771,13.1534891439207,31.4587351533143,80.8215716449494,130.275288672744,3.77716821226313,2,0.19891961722105,1015.39381782782,6289.07236334028,273.225997637457,253.097335600509,6286.05531318864,904.520432514075
"98",20,1,77.9176043455931,14.7946511244839,3.22734355705841,16.9925976055579,13.0362387348694,84.8874630625916,73.2536170381678,4.11176061799062,2,0.221471228830497,853.291559550374,3046.10150218374,582.946058160874,379.093040994111,4878.88012522483,3571.53277221943
"99",20,1,76.2242152519301,12.387934779798,4.26250654582248,12.5325855142974,36.8151771665642,92.8485214524042,80.0452123732251,1.85503371925062,2,0.126955083437494,563.852348644027,3821.11617263264,-203.396988737949,215.472043162155,862.796853019246,-214.790982222156
"100",20,1,49.8024799594965,14.959517254443,3.36830123053582,20.3085635052597,27.201032886045,82.3267013729326,59.6565188851733,5.6377969808518,2,0.197401375848467,537.806406837242,2930.92102848583,-24.9830151537791,50.9596057191571,257.925900253495,3218.52661444198
"101",20,1,55.5080116946307,16.5395289775875,5.16162043486628,13.1471812649229,9.02087227503845,100.633638628338,79.7176770463388,4.25857926981251,2,0.217627055617168,760.731760457009,4006.89087510146,572.4408386979,208.61372584673,5815.69319693308,14470.5264474252
"102",20,1,80.1087640408221,9.29902039482699,3.25956409763649,13.7492625324944,28.6580655985241,66.3179025651442,86.896947663494,1.94230563966634,2,0.197418146220933,900.166046206043,5643.28600657908,272.890884502055,251.307709290362,5080.88650922895,3048.02187156325
"103",20,1,25.0687658422147,10.5045446852373,3.76878598011431,14.6986104627032,15.8934908385661,59.2663136425693,75.8581437247367,7.01450203178825,2,0.162062482020626,645.604654609314,5542.02037752808,-116.919546021176,348.955203913038,743.635469821595,1741.57822177633
"104",20,1,74.6714290248644,17.3121116484579,2.54453061352417,13.2558469731006,11.3716578037595,79.3016257498943,135.78971233355,3.52014920509221,2,0.133567501255471,733.548491610224,471.501749033802,-223.359489419728,150.038727287798,5291.30854946655,2775.13543567141
"105",20,1,73.7551652454371,11.1248778005151,2.93611040883242,12.2832003551733,14.0572682268108,32.1094973341452,91.9165326827101,4.14513304940502,2,0.182929568227334,276.262842049388,3671.81135479802,-284.110250597343,335.089668405927,4486.45640386678,2948.35319233007
"106",20,1,57.864362958906,15.7786521890441,3.13823180266259,19.1624661050908,43.7521985739707,55.3806873828367,89.8767940990473,4.03766168205211,2,0.236298540262635,699.266418990516,1728.32370801129,150.846958310495,177.482821599812,4628.67115205153,3618.39489971434
"107",20,1,63.2023303112896,11.9456038767214,2.38067458188415,17.4165364841515,44.8025821103357,74.6839237508915,91.6185408664439,4.76382021233372,2,0.12316858839298,598.613723980238,8047.5320063014,639.058294927687,253.747022579732,367.644383230905,3012.95166909845
"108",20,1,82.384546058665,11.4016951427949,1.085978135203,12.8898631120197,17.9535067986503,80.6284133737919,49.4689866803555,4.6165440691276,2,0.158159831008369,575.492244114167,3052.14594161258,4.25527081440094,208.518162671154,3657.33816154993,1166.47241532002
