"","n_years","area_size","initial_biomass","biomass_after_burning","biomass_after_severe_fire","biomass_after_mild_fire","bio_accu_rate_contr_burn","bio_accu_rate_no_contr_burn","severity_threshold","discount_rate","controlled_burning_frequency","fire_risk","cost_of_controlled_burning","env_imp_severe_fire","env_imp_mild_fire","fire_fighting_cost_mild_fire","fire_fighting_cost_severe_fire","NPV_controlled_burning"
"1",20,1,44.3273372662899,15.5196712362163,3.945311146946,12.657728583077,19.0813492758117,79.8160808529128,69.1039795260004,3.11098354855649,2,0.147826023378887,314.916035905985,173.39867065988,-79.9520591460353,300.794511966553,5869.55540006522,2680.00086135415
"2",20,1,52.5953880101354,14.0129590354074,4.50220217449949,15.9634865075521,11.1690772682949,71.8774897622493,97.9397111606052,6.17906090120161,2,0.218781217731118,517.324816209687,6228.44437313032,543.131076775105,314.727821384702,257.578045162761,-127.828769439206
"3",20,1,85.4229920111244,19.038509654779,4.17539044643418,15.1338406842949,11.5697879113818,69.8426802079725,79.4357213805824,1.28871440854244,2,0.138960028367878,692.238386073794,4085.53663296982,898.373877975224,438.612933609368,10389.0079996323,-6106.87988291572
"4",20,1,67.3672427060748,20.8334670457905,3.94361835790033,13.2409461935681,34.9505515374658,68.9880921860225,107.744246689106,2.27877302188885,2,0.187120159982543,375.621083013959,2044.60392793074,-99.638080492501,377.45094382406,4489.73811404028,7982.99300645497
"5",20,1,41.9340927163578,13.9423922276812,2.82674195301537,16.9916206777221,11.6197809399552,40.7661329473521,87.3566838064235,2.49243530791178,2,0.0965077869963721,308.247222499086,4934.55623056564,-134.773237671423,533.982551145868,4247.75835978221,5878.41171169534
"6",20,1,112.945998469339,18.4162677143287,2.51274222212457,14.5497667299637,33.6770439111715,94.7173443358621,95.3476650985917,4.19004427924409,2,0.197598937422653,633.781969638921,1581.63618243628,283.588228532298,578.937158278419,3351.51257663548,996.239857198578
"7",20,1,76.8725681720598,10.3528309772595,4.04134284501468,12.1659927801455,26.2356448389937,72.2752890352563,89.2372688152876,3.46699906331351,2,0.168969921087534,732.043913267059,4429.89822957454,90.182435025008,280.65188866262,2055.35338722629,28.6367974303952
"8",20,1,78.0973490492828,12.4376796322961,3.39438671058071,12.148932277307,31.6979414031322,79.451515020857,105.341477492421,2.07267678360859,2,0.142335185661181,832.385259719402,6612.61831730875,-362.878574685247,299.657823143385,9330.99864539492,6983.6743202281
"9",20,1,89.6890435587809,16.6771400509647,3.20268948783446,16.0782550004546,34.1070026721858,65.1376451413758,61.9987871257684,4.78796567188194,2,0.162141593104056,384.197120175213,3008.14113504663,299.928609894322,199.948789832971,1389.03505891005,1003.06927448498
"10",20,1,66.7625389744882,16.2696563515307,4.13786737128176,17.3121685280411,24.7021542158268,100.956121289788,113.253729714516,3.21000421702877,2,0.157596004361553,336.167715555363,3369.138037086,607.317695810186,245.450688300736,3158.8663545193,5333.54308975969
"11",20,1,54.0840174287244,14.4877126099939,4.25194653896328,17.1069928708117,27.535169366407,76.9498433829254,58.229197583749,3.99833039245298,2,0.271040826215466,820.936152951205,2920.100013631,233.991176325644,341.523375053972,4139.2712264862,3276.02770787972
"12",20,1,94.9130371274909,16.8996605686671,3.49652239175852,10.9999718904852,28.8151581984175,60.0478800194683,125.48870979919,1.85854983277319,2,0.186990836423024,454.232549385737,3407.42682886871,239.00099593486,281.440285188576,8028.23900640249,16103.0621114432
"13",20,1,77.4300061328019,13.8126895239815,3.74252879350068,16.5186208891277,21.7118707363459,36.4211399373592,40.8154068650389,2.14505811189024,2,0.149680291792094,331.104549077513,4543.2533585839,873.297053549628,294.325155841677,4427.57909175276,12241.6755822971
"14",20,1,33.1234743281159,17.2610487482029,3.92052450327381,17.6189466645594,16.7158718607124,85.4418117684512,128.35615720074,2.85661395805734,2,0.209518716783985,1019.42473967954,1169.49956093861,228.701199065324,393.0987931865,5901.10621511756,3922.11555495883
"15",20,1,66.9704381241536,16.617096006499,4.15374896504729,14.7340604556501,25.7374452364316,49.33805824938,68.6876485749456,3.35029613719193,2,0.115845639076433,643.426015447996,1595.37955887226,-309.943372130607,394.53871909772,8041.39414933305,16691.101824876
"16",20,1,39.2122049692457,18.0125600194731,2.75021504996531,15.4308209060713,27.801967585426,51.5694532663771,72.4392898354038,4.90580791229028,2,0.206054217678527,1080.00847286621,3095.94694324415,332.512099861432,257.703641035593,2623.66187794868,-3568.81937948148
"17",20,1,94.9678309703634,15.882575592293,3.5110454650422,15.7166721626061,21.4235735855151,68.4106827518763,52.8003330733328,4.19117146806422,2,0.15987069799167,787.97594988271,1117.38386481375,-257.412089634177,223.329942103109,6806.00720689482,571.234988895068
"18",20,1,80.4785153880012,14.3906501708022,3.21257776424647,17.8908321146356,8.18091077612651,82.9388325095724,72.3654752361955,4.04337575440713,2,0.19785609413894,576.743149704313,6146.16816795083,136.060891145243,143.172194088622,4428.96447313663,11012.3296351117
"19",20,1,38.5570613006334,15.4646230865258,3.54808467021267,10.3458596830393,20.40766624035,80.2850244672806,66.0390684349795,2.86196311150317,2,0.139988185781177,630.60209697379,2542.78700829092,-3.49970107896937,269.333413652285,3961.25613100407,421.889800388921
"20",20,1,6.27145285515299,15.6206026806565,1.72562765935662,10.4661932817676,22.1272879450892,91.4354883011133,105.999756280402,2.33142443888663,2,0.110896253434995,650.363697952204,3644.99028059969,133.05292785088,126.490102930291,2426.90914421615,-913.095752683013
"21",20,1,79.2430366953757,18.3054486327181,1.66724986922297,15.6599094763969,30.3525517526834,74.3898359676289,112.235827919919,5.09477374464405,2,0.125680590918979,814.563067824493,4081.23338432472,499.927457358171,136.000667579856,11220.7468219481,19275.0437645535
"22",20,1,53.6692301898799,17.0136595092081,2.61691455439383,17.4802644980373,19.9017970431329,73.9483487619843,94.7785829727606,5.2395594295203,2,0.13065611750124,875.960261736489,2567.63707809489,104.583487615791,454.527543302047,3789.22893643143,-1217.94918930222
"23",20,1,64.5774729944017,14.5511600369561,3.75947125817201,11.5483629098665,30.0427687593829,57.3057609620301,78.8779089331657,2.76552967409318,2,0.100723405595628,794.439162879926,1671.97735502617,355.863692378815,256.599328154129,3871.42947720519,-6122.17074888314
"24",20,1,26.6395822136353,14.1164741696136,4.34778288155266,13.652412736571,25.9968802995584,67.9340724521208,120.126794659908,4.2698064285048,2,0.168546045665557,861.873651492694,1938.59671658092,65.7408172262952,456.569442978055,8559.10669475684,652.671241736636
"25",20,1,48.3390542105549,13.270331779805,3.20055268016451,16.1811981017183,21.798198484325,46.7005998889236,129.765165798961,5.93608472544841,2,0.172403999102214,763.065708745774,3580.8982254527,-836.334730712755,199.677676900324,4396.70298462274,-354.600209801998
"26",20,1,68.3564183118064,16.419073081514,4.55210882823353,12.929710097817,38.7090097203676,55.4654073585121,74.1915132045674,4.31799668686549,2,0.125780671519097,152.366871002563,1378.82327541905,1337.90111200453,314.599994794135,3831.40218490856,2251.56909236476
"27",20,1,37.8092032131944,12.2686064396511,3.93041044291465,16.2288485356948,36.2741236647296,55.9406939356162,89.9148356212232,0.144143972577049,2,0.105505517655753,449.776370394941,1007.16078170144,-90.1857152289086,403.463903655666,3612.80178125323,-237.134904986209
"28",20,1,59.1981697138294,15.9851833101717,3.80760157147065,15.9574678307995,12.2980710359996,52.7503129227781,92.2907579121018,5.25970058704135,2,0.146995195586346,746.893915815859,6109.47352802784,1115.25201235886,105.03033235523,3938.44476522191,1776.62329412652
"29",20,1,81.6802210093107,13.5043961632971,2.84137741398017,17.4598987820986,21.1452604493152,90.0877537995854,111.012073987262,3.31676006169117,2,0.230348548947476,816.28524221146,3602.50398076199,102.101693917203,135.85747539071,10337.250992173,24560.3893846842
"30",20,1,60.0672142727821,11.9711827673387,4.44016535160679,20.7523384759243,20.0518306720259,63.3020322493532,118.331864942405,4.05158867512026,2,0.140483619588826,188.771386738222,1408.19575246561,973.836442635997,204.086323138017,8933.33409989419,11012.4478863908
"31",20,1,10.5814393739021,16.211343615719,3.87246893939158,15.8991789010936,21.2822731136833,56.7819517065602,83.3993484940663,4.62260138337888,2,0.185688839325796,839.739669271314,2196.01014338605,-110.253009646973,464.859456342125,3739.77649428507,-715.794771965962
"32",20,1,9.22962959740621,10.5180578835569,3.58868195224507,13.3059788732775,29.0870940742566,84.2715610035759,109.175716793735,6.31426640573749,2,0.228661954078117,690.433576586791,4054.43813118999,-69.3937505294115,274.692345063472,7592.97908079138,1340.0500082051
"33",20,1,24.8155999197162,15.134719692903,2.63277934744688,11.4534447180995,40.1645033791691,78.3247364337915,69.9502423407618,2.20723096989207,2,0.181975719638571,752.33342739733,2557.60149706223,366.103287764278,340.531336129914,580.470931306287,-3367.00302185605
"34",20,1,71.3311865526943,11.6958901006391,4.39674969704369,15.356582872336,18.5267199336485,46.9444779279754,116.015204716587,1.85648496462634,2,0.271573907054273,921.621665197021,2214.67613970136,56.5556158598329,240.998843047311,872.72552049448,-6932.03726498991
"35",20,1,25.585680704177,18.3533830256263,5.87968519133055,12.3399167729784,29.5343971788119,63.2389681125343,103.104389070853,4.93573399002052,2,0.144515848117605,516.558490417551,2447.61308646846,1155.70505486751,468.964813579347,9233.2295025905,11873.7975493377
"36",20,1,79.291186187567,10.8591156400283,2.9133132148238,18.4253132519537,11.566525318901,67.1172430162894,80.3594861359256,3.12290035205944,2,0.102279383857735,576.980840941894,4549.67483620457,206.804745879553,584.526406115975,7372.20718791841,13039.8083844697
"37",20,1,65.1091633684254,15.1448276778186,3.40383615417933,15.8631761926159,13.6769555148269,86.0413323484856,79.9016251250997,3.78814836203401,2,0.163165152058806,570.337905584147,3715.20266157499,-60.34770707718,404.297970956073,6457.56874674608,5387.35248845694
"38",20,1,52.6310700163067,14.0257363658966,3.46761610420249,17.0637059623779,23.2789511436502,59.1459863361291,43.7577488737151,3.41650546350402,2,0.140753680032144,1201.1116773369,5368.09048404764,271.759845146484,497.431245682104,1468.08689789651,5554.4978717443
"39",20,1,36.2511669764967,12.8756001052636,3.32388140717759,14.8074498444995,35.6609847911843,79.9168422824621,65.7300690750043,4.29037378839447,2,0.165642855414165,620.359569161279,4708.08196573182,320.056316822128,343.066520443036,4893.6303652442,3313.2174574101
"40",20,1,30.2795729619359,11.8362583619803,3.98042186180525,13.526973779148,28.9839577159224,62.8716149896916,109.652982778179,3.51159348520165,2,0.0700726924802467,675.229829688165,3765.07875788828,275.014902197952,34.4826776862585,6377.36052071463,2968.41668385377
"41",20,1,45.7186719214378,13.1996168673218,4.00806514059961,18.0868959710297,30.732540157288,69.0703190641234,53.2067449078252,3.72497184195521,2,0.194503592173976,812.387126084114,2057.56619979678,-61.4707082505435,394.170449729549,4987.42202719357,3651.74836188524
"42",20,1,68.189066177915,18.2383054119851,3.49247468134807,12.5308183925864,36.1419689794714,87.3284218382531,66.20191381516,6.14546477751396,2,0.227166400197539,671.44150232932,3660.12140182504,155.304007255869,130.690196775112,5944.73634832383,6710.33407614549
"43",20,1,36.3851725132346,12.8555970721879,4.58367830646101,16.4189016111156,10.863990635988,104.500088515009,74.333904373063,5.39324263777116,2,0.184846216546603,360.965777924651,4135.55409986289,-109.892053022388,470.42010520871,10358.3553347492,18545.3540815202
"44",20,1,57.1243751904543,16.0642389290994,3.2976702808768,16.6367885499936,20.8986682789796,38.1776276737366,69.8499261990176,3.38826295427025,2,0.181890013753994,635.400548887906,4113.87879198304,-37.2563843582587,289.96519027222,6505.47187786406,11660.8671704127
"45",20,1,15.0675263794099,15.6224438007797,3.72134072204579,21.6768929050929,18.2506333795007,66.3550685473115,82.6650206106948,3.85349597103913,2,0.184329602571426,451.900924671789,3681.00920429133,325.189227362182,375.515140329544,648.219320710052,152.710435548565
"46",20,1,36.7808962812161,13.8873010251383,2.63931897538864,15.3738704605231,43.9692669469156,94.3740558034429,56.1420750275559,2.23663299389657,2,0.0930446208423574,664.076413556311,2536.32452375499,729.803138704968,214.640034371906,2400.24667782203,-2563.82526521207
"47",20,1,76.9114345090021,14.0068920565919,3.61829510860052,12.7309178181459,24.5987257578469,84.6740619379998,91.9374347313738,3.27877648350497,2,0.155071055051121,315.30032560412,2923.97338405725,-9.09134525147272,127.504483277919,3676.11436417158,8580.49060328675
"48",20,1,89.0483073131463,18.8479329049241,1.90529715308006,13.4462410076123,27.9509875422949,54.4225479707363,65.3530489849828,4.46763297671661,2,0.201237551175549,711.617109001603,1143.4680353511,102.080789122372,67.4102611966566,3282.5125991553,2252.80264238357
"49",20,1,88.5203979528165,13.0303056469599,4.97247461785775,8.38669203394496,24.5216817261898,83.6797378561563,88.0264371408128,3.15797530935679,2,0.162683447419507,476.111848222857,4456.07004914171,838.42199382074,393.88872582612,1715.31700300995,8333.59722605864
"50",20,1,69.2177104475561,10.4193434395166,1.76156913976988,12.4212801009259,39.7434168723089,65.7375086590276,87.0048059097248,3.89855391197781,2,0.110154222123541,776.942948357662,2927.79036472794,-70.8122187781267,509.671187427963,3232.19970561998,-2450.54187114017
"51",20,1,69.8421619659172,18.1716506852311,4.60740347025742,12.4635683727553,26.0281436515165,70.7050389591077,40.8853642988671,2.21524526436569,2,0.208720113921385,836.174976245539,3904.2640684873,1028.88869306347,356.12394043045,8047.81763766772,14652.8083932129
